https://example.org/series/Global:_Ease_of_doing_business_score_-DB15_methodology-,https://example.org/series/Estimated_malaria_incidence_-per_1000_population_at_risk-,-1.0
https://example.org/series/Global:_Ease_of_doing_business_score_-DB10-14_methodology-,https://example.org/series/Neonatal_mortality_rate_-per_1000_live_births-,-0.9543093106700462
https://example.org/series/Getting_electricity:_Price_of_electricity_-US_cents_per_kWh-_-DB16-20_methodology-,https://example.org/series/Estimated_malaria_incidence_-per_1000_population_at_risk-,-0.7378783464350323
https://example.org/series/Global:_Ease_of_doing_business_score_-DB17-20_methodology-,https://example.org/series/Neonatal_mortality_rate_-per_1000_live_births-,-0.5152700690625183
https://example.org/series/Global:_Ease_of_doing_business_score_-DB10-14_methodology-,https://example.org/series/Estimated_malaria_incidence_-per_1000_population_at_risk-,-0.29247160900338776
https://example.org/series/Getting_electricity:_Price_of_electricity_-US_cents_per_kWh-_-DB16-20_methodology-,https://example.org/series/New_HIV_infections_-per_1000_uninfected_population-,-0.10050378152592115
https://example.org/series/Starting_a_business:_Procedures_required_-_Women_-number-,https://example.org/series/Hepatitis_B_surface_antigen_-HBsAg-_prevalence_among_children_under_5_years_-%-,0
https://example.org/series/Rank:_Ease_of_doing_business_index_-1=most_business-friendly_regulations-,https://example.org/series/Estimated_malaria_incidence_-per_1000_population_at_risk-,0
https://example.org/series/Rank:_Ease_of_doing_business_index_-1=most_business-friendly_regulations-,https://example.org/series/New_HIV_infections_-per_1000_uninfected_population-,0
https://example.org/series/Rank:_Ease_of_doing_business_index_-1=most_business-friendly_regulations-,https://example.org/series/Hepatitis_B_surface_antigen_-HBsAg-_prevalence_among_children_under_5_years_-%-,0
https://example.org/series/Rank:_Ease_of_doing_business_index_-1=most_business-friendly_regulations-,https://example.org/series/Neonatal_mortality_rate_-per_1000_live_births-,0
https://example.org/series/Rank:_Getting_credit_-1=most_business-friendly_regulations-,https://example.org/series/Estimated_malaria_incidence_-per_1000_population_at_risk-,0
https://example.org/series/Rank:_Getting_credit_-1=most_business-friendly_regulations-,https://example.org/series/Hepatitis_B_surface_antigen_-HBsAg-_prevalence_among_children_under_5_years_-%-,0
